MicroRNA;GeneName;EntrezID;Evidence
hsa-mir-133a;CTGF;1490;20056941
hsa-mir-133a;RHOA;387;20953121
hsa-mir-133a;BMP2;650;18784367
hsa-mir-133a;IDUA;3425;22374218
hsa-mir-133a;SLC2A4;6517;19720047
hsa-mir-133a;RNASEN;29102;17459947
hsa-mir-133a;KCNH2;3757;20056941
hsa-mir-133a;MYH6;4624;21030712
hsa-mir-133a;RUNX2;860;18784367
hsa-mir-133a;PA2G4;5036;22374218
hsa-mir-133a;KCNIP2;30819;19893015
hsa-mir-133a;MCL1;4170;20056941
hsa-mir-133a;MYOD1;4654;17459947
hsa-mir-133a;SCPEP1;59342;21030712
hsa-mir-133a;CCND1;595;19015276
hsa-mir-133a;CLDN5;7122;22374218
hsa-mir-133a;MYH6;4624;19893015
hsa-mir-133a;FSCN1;6624;20160723
hsa-mir-133a;IDUA;3425;18347091
hsa-mir-133a;CACNA1C;775;21109942
hsa-mir-133a;SRF;6722;19015276
hsa-mir-133a;ARPC5;10092;22378351
hsa-mir-133a;IGF1R;3480;20013939
hsa-mir-133a;NFATC4;4776;20173049
hsa-mir-133a;PKM2;5315;18464261
hsa-mir-133a;FSCN1;6624;21351259
hsa-mir-133a;SRF;6722;19056878
hsa-mir-133a;DNAJB7;150353;22378351
hsa-mir-133a;MEF2A;4205;20013939
hsa-mir-133a;FSCN1;6624;20198616
hsa-mir-133a;NAGLU;4669;18644447
hsa-mir-133a;GSTP1;2950;21396852
hsa-mir-133a;MYOD1;4654;19073597
hsa-mir-132-5p;GRIA1;2890;19958814
hsa-mir-132-5p;RASA1;5921;20676106
hsa-mir-132-5p;REST;5978;17002790
hsa-mir-132-5p;CA3;761;21945804
hsa-mir-132-5p;RELA;5970;19819989
hsa-mir-132-5p;GRIN2A;2903;19958814
hsa-mir-132-5p;EP300;2033;21118894
hsa-mir-132-5p;CREB1;1385;17994015
hsa-mir-132-5p;CTLA4;1493;22026534
hsa-mir-132-5p;CCL2;6347;19819989
hsa-mir-132-5p;GRIN2B;2904;19958814
hsa-mir-132-5p;ZNF828;283489;21118894
hsa-mir-132-5p;MECP2;4204;17994015
hsa-mir-132-5p;NDUFA2;4695;22026534
hsa-mir-132-5p;EZH2;2146;19843474
hsa-mir-132-5p;MAPK3;5595;19958814
hsa-mir-132-5p;MECP2;4204;21118894
hsa-mir-132-5p;BDNF;627;17994015
hsa-mir-132-5p;ARNTL;406;22554948
hsa-mir-132-5p;CBX5;23468;19843474
hsa-mir-132-5p;BDNF;627;19958814
hsa-mir-132-5p;PAIP2;51247;21118894
hsa-mir-132-5p;CREB1;1385;18577589
hsa-mir-132-5p;PER1;5187;22554948
hsa-mir-132-5p;MECP2;4204;19843474
hsa-mir-132-5p;CREB1;1385;16260724
hsa-mir-132-5p;MECP2;4204;20010955
hsa-mir-132-5p;JARID1A;5927;21118894
hsa-mir-132-5p;AKT1;207;18577589
hsa-mir-132-5p;CLOCK;9575;22554948
hsa-mir-132-5p;PPARG;5468;19843474
hsa-mir-132-5p;IL1B;3553;16885212
hsa-mir-132-5p;CGA;1081;20300990
hsa-mir-132-5p;BTG2;7832;21118894
hsa-mir-132-5p;ZNF828;283489;18577589
hsa-mir-132-5p;IL17A;3605;22659469
hsa-mir-132-5p;CREB1;1385;19850129
hsa-mir-132-5p;TLR4;7099;16885212
hsa-mir-132-5p;DDT;1652;20300990
hsa-mir-132-5p;MECP2;4204;21124738
hsa-mir-132-5p;RICS;9743;18577589
hsa-mir-132-5p;PECAM1;5175;22659469
hsa-mir-132-5p;GRIA1;2890;19850129
hsa-mir-132-5p;GAPDH;2597;20300990
hsa-mir-132-5p;TNF;7124;16885212
hsa-mir-132-5p;BDNF;627;21723895
hsa-mir-132-5p;SIRT1;23411;19819989
hsa-mir-132-5p;VEGFA;7422;22659469
hsa-mir-132-5p;RAC1;5879;19850129
hsa-mir-132-5p;CREB1;1385;20418869
hsa-mir-132-5p;CREB1;1385;17002790
hsa-mir-132-5p;HBEGF;1839;21853268
hsa-mir-132-5p;IL8;3576;19819989
hsa-mir-132-5p;FOXP2;93986;22874921
hsa-mir-132-5p;EPHB2;2048;19958814
hsa-mir-132-5p;EP300;2033;20418869
hsa-mir-132-5p;ZNF828;283489;17002790
hsa-mir-132-5p;KIT;3815;21853268
hsa-mir-132-5p;NFKB1;4790;19819989
hsa-mir-130b-5p;MECP2;4204;17573714
hsa-mir-130b-5p;BCL2L11;10018;20176475
hsa-mir-130b-5p;RUNX3;864;20176475
hsa-mir-130b-5p;PROM1;8842;21112564
hsa-mir-130b-5p;TP53INP1;94241;21112564
hsa-mir-130b-5p;DICER1;23405;23392577
hsa-mir-130a-5p;AKT1;207;22614869
hsa-mir-130a-5p;MEOX2;4223;20625274
hsa-mir-130a-5p;TBC1D9;23158;22614869
hsa-mir-130a-5p;FOS;2353;21293178
hsa-mir-130a-5p;FRAP1;2475;22614869
hsa-mir-130a-5p;FRAP1;2475;21293178
hsa-mir-130a-5p;PIK3CA;5290;22614869
hsa-mir-130a-5p;NFE2;4778;21293178
hsa-mir-130a-5p;PTEN;5728;22614869
hsa-mir-130a-5p;IL1A;3552;17855557
hsa-mir-130a-5p;SREBF1;6720;21293178
hsa-mir-130a-5p;TAC1;6863;17855557
hsa-mir-130a-5p;ESR1;2099;21712254
hsa-mir-130a-5p;HOXA5;3202;17957028
hsa-mir-130a-5p;ESR2;2100;21712254
hsa-mir-130a-5p;MEOX2;4223;17957028
hsa-mir-130a-5p;ANG;283;21753805
hsa-mir-130a-5p;ZFPM2;23414;19582148
hsa-mir-130a-5p;MEOX2;4223;21753805
hsa-mir-130a-5p;COX8A;1351;20625274
hsa-mir-130a-5p;CISH;1154;22614869
hsa-mir-130a-5p;HOXA5;3202;20625274
hsa-mir-1301;BCL2L1;598;22159405
hsa-mir-1301;TP53;7157;22159405
hsa-mir-1301;BCL2;596;22159405
hsa-mir-1296;CDK2;1017;20332239
hsa-mir-1296;MCM2;4171;20332239
hsa-mir-1296;MCM7;4176;20332239
hsa-mir-1296;MUT;4594;20332239
hsa-mir-1296;CDT1;81620;20332239
hsa-mir-1296;CDC7;8317;20332239
hsa-mir-1290;KIF13B;23303;23142292
hsa-mir-1290;MYC;4609;23142292
hsa-mir-129-5p;HDAC9;9734;19521961
hsa-mir-129-5p;MLH1;4292;19887623
hsa-mir-129-5p;SOX4;6659;19887623
hsa-mir-129-5p;SRY;6736;19887623
hsa-mir-129-5p;SOX4;6659;20331975
hsa-mir-129-5p;AADAC;13;21547903
hsa-mir-129-5p;EIF2C3;192669;18189265
hsa-mir-129-5p;IBSP;3381;21547903
hsa-mir-129-5p;CAMTA1;23261;18189265
hsa-mir-129-5p;ENDOGL1;9941;21547903
hsa-mir-129-5p;SMAD6;4091;18189265
hsa-mir-129-5p;SOX4;6659;23402613
hsa-mir-129-5p;ABCG2;9429;18189265
hsa-mir-129-5p;CD38;952;18189265
hsa-mir-128;DCX;1641;19713529
hsa-mir-128;CDKN1A;1026;22193543
hsa-mir-128;RELN;5649;19713529
hsa-mir-128;ARPP-21;10777;22193543
hsa-mir-128;APOBEC3C;27350;19941032
hsa-mir-128;E2F5;1875;22193543
hsa-mir-128;ANGPTL6;83854;19941032
hsa-mir-128;TP53;7157;22193543
hsa-mir-128;TGFB1;7040;20054641
hsa-mir-128;TGFBR1;7046;20054641
hsa-mir-128;BAX;581;20924637
hsa-mir-128;SNAP25;6616;18381601
hsa-mir-128;NTRK3;4916;21143953
hsa-mir-128;CDKN1A;1026;19010882
hsa-mir-128;BCL2;596;21143953
hsa-mir-128;AKT1;207;19010882
hsa-mir-128;DNMT1;1786;21372826
hsa-mir-128;NTRK3;4916;19370765
hsa-mir-128;RHAG;6005;21372826
hsa-mir-127-5p;CDK6;1021;17581274
hsa-mir-127-5p;NR0B2;8431;18776219
hsa-mir-127-5p;MYC;4609;19530237
hsa-mir-127-5p;PRDM1;639;19530237
hsa-mir-127-5p;XBP1;7494;19530237
hsa-mir-127-5p;RASA1;5921;21343399
hsa-mir-127-5p;CXCL12;6387;21343399
hsa-mir-127-5p;WDR20;91833;21367285
hsa-mir-127-5p;BCL6;604;16766263
hsa-mir-126-5p;EGFL7;51162;20953557
hsa-mir-126-5p;PIK3R2;5296;18694566
hsa-mir-126-5p;CDH17;1015;22232059
hsa-mir-126-5p;SRY;6736;21304604
hsa-mir-126-5p;GATA3;2625;19843690
hsa-mir-126-5p;IK;3550;22572890
hsa-mir-126-5p;EGFL7;51162;20298530
hsa-mir-126-5p;MERTK;10461;18185580
hsa-mir-126-5p;VEGFA;7422;21668589
hsa-mir-126-5p;MYB;4602;21079614
hsa-mir-126-5p;VEGFA;7422;18694566
hsa-mir-126-5p;DICER1;23405;22232059
hsa-mir-126-5p;AHSA1;10598;21586283
hsa-mir-126-5p;TLR4;7099;19843690
hsa-mir-126-5p;PECAM1;5175;22572890
hsa-mir-126-5p;PECAM1;5175;20298530
hsa-mir-126-5p;PTPRN2;5799;18185580
hsa-mir-126-5p;IK;3550;21682256
hsa-mir-126-5p;CDKN1A;1026;21148433
hsa-mir-126-5p;SPRED1;161742;18987025
hsa-mir-126-5p;PECAM1;5175;22232059
hsa-mir-126-5p;EPHB2;2048;21586283
hsa-mir-126-5p;MRGPRX3;117195;19996457
hsa-mir-126-5p;KLF2;10365;22574900
hsa-mir-126-5p;VEGFA;7422;20364122
hsa-mir-126-5p;SOX4;6659;18185580
hsa-mir-126-5p;PECAM1;5175;21682256
hsa-mir-126-5p;PAK1;5058;21148433
hsa-mir-126-5p;EPHB2;2048;18987025
hsa-mir-126-5p;EPHB2;2048;22330028
hsa-mir-126-5p;PECAM1;5175;21586283
hsa-mir-126-5p;CXCL12;6387;19996457
hsa-mir-126-5p;HMOX1;3162;22574900
hsa-mir-126-5p;EGFL7;51162;20529320
hsa-mir-126-5p;VCAM1;7412;18227515
hsa-mir-126-5p;SEPT4;5414;21682256
hsa-mir-126-5p;DNMT1;1786;21165896
hsa-mir-126-5p;AKT1;207;18987025
hsa-mir-126-5p;AKT1;207;22330028
hsa-mir-126-5p;VEGFA;7422;21586283
hsa-mir-126-5p;CXCR4;7852;19996457
hsa-mir-126-5p;PECAM1;5175;22574900
hsa-mir-126-5p;VEGFA;7422;20529320
hsa-mir-126-5p;CRK;1398;18602365
hsa-mir-126-5p;CRK;1398;21702040
hsa-mir-126-5p;ITGAL;3683;21165896
hsa-mir-126-5p;EGFL7;51162;18987025
hsa-mir-126-5p;NOS3;4846;22330028
hsa-mir-126-5p;SPRED1;161742;21668589
hsa-mir-126-5p;CASP3;836;19996457
hsa-mir-126-5p;VEGFA;7422;22574900
hsa-mir-126-5p;ETS1;2113;20671229
hsa-mir-126-5p;AKT1;207;18663744
hsa-mir-126-5p;MET;4233;21702040
hsa-mir-126-5p;EGFL7;51162;21165896
hsa-mir-126-5p;PI3;5266;18987025
hsa-mir-126-5p;PIK3CA;5290;22330028
hsa-mir-126-5p;EPHB2;2048;21668589
hsa-mir-126-5p;EGFL7;51162;20034472
hsa-mir-126-5p;TNF;7124;22740338
hsa-mir-126-5p;ETS2;2114;20671229
hsa-mir-126-5p;PIK3CA;5290;18663744
hsa-mir-126-5p;EGFL7;51162;21702040
hsa-mir-126-5p;CD4;920;21165896
hsa-mir-126-5p;PIK3R2;5296;18987025
hsa-mir-126-5p;RAF1;5894;22330028
hsa-mir-126-5p;IL3;3562;21668589
hsa-mir-126-5p;TOM1;10043;20083669
hsa-mir-126-5p;PIK3R2;5296;22867989
hsa-mir-126-5p;KDR;3791;20816797
hsa-mir-126-5p;PIK3R2;5296;18663744
hsa-mir-126-5p;PECAM1;5175;21856785
hsa-mir-126-5p;CD70;970;21165896
hsa-mir-126-5p;VEGFA;7422;18987025
hsa-mir-126-5p;VEGFA;7422;22330028
hsa-mir-126-5p;KITLG;4254;21668589
hsa-mir-126-5p;IL1B;3553;20083669
hsa-mir-126-5p;VEGFA;7422;22867989
hsa-mir-126-5p;VEGFA;7422;20816797
hsa-mir-126-5p;VEGFA;7422;18694565
hsa-mir-126-5p;CASP3;836;21856785
hsa-mir-126-5p;PLAC1;10761;21304604
hsa-mir-126-5p;EGFL7;51162;19116145
hsa-mir-126-5p;DNMT1;1786;22374169
hsa-mir-126-5p;EGFL7;51162;21668589
hsa-mir-126-5p;TLR2;7097;20083669
hsa-mir-126-5p;SRY;6736;23229021
hsa-mir-126-5p;CEBPZ;10153;20931398
hsa-mir-126-5p;SPRED1;161742;18694566
hsa-mir-126-5p;VEGFA;7422;22086373
hsa-mir-126-5p;SOX2;6657;21304604
hsa-mir-126-5p;VEGFA;7422;19223090
hsa-mir-126-5p;DICER1;23405;22495296
hsa-mir-126-5p;ENAH;55740;21668589
hsa-mir-126-5p;TLR4;7099;20083669
hsa-mir-125b-5p;CFH;3075;22138609
hsa-mir-125b-5p;HIST1H4B;8366;18056640
hsa-mir-125b-5p;KIF14;9928;20306291
hsa-mir-125b-5p;TBCE;6905;21062749
hsa-mir-125b-5p;BCL2;596;17962954
hsa-mir-125b-5p;VDR;7421;20153427
hsa-mir-125b-5p;TP53;7157;21347262
hsa-mir-125b-5p;H3F3B;3021;18056640
hsa-mir-125b-5p;ZNF281;23528;20306291
hsa-mir-125b-5p;EPHB2;2048;22331826
hsa-mir-125b-5p;PEA15;8682;18347971
hsa-mir-125b-5p;SUV39H1;6839;20699419
hsa-mir-125b-5p;APAF1;317;21879257
hsa-mir-125b-5p;ODZ2;57451;18056640
hsa-mir-125b-5p;ARRDC3;57561;20306291
hsa-mir-125b-5p;POMC;5443;23045399
hsa-mir-125b-5p;VDR;7421;19437538
hsa-mir-125b-5p;IL1B;3553;22138609
hsa-mir-125b-5p;HIST1H4E;8367;18056640
hsa-mir-125b-5p;CDKN2A;1029;20347935
hsa-mir-125b-5p;TLR4;7099;21062749
hsa-mir-125b-5p;TP53;7157;17962954
hsa-mir-125b-5p;FMR1;2332;20159450
hsa-mir-125b-5p;PRDM1;639;21362569
hsa-mir-125b-5p;ID1;3397;18056640
hsa-mir-125b-5p;RGS17;26575;20306291
hsa-mir-125b-5p;TP53;7157;22331826
hsa-mir-125b-5p;AKT1;207;18649363
hsa-mir-125b-5p;MUC1;4582;20729973
hsa-mir-125b-5p;BAX;581;21879257
hsa-mir-125b-5p;PERP;64065;18056640
hsa-mir-125b-5p;RXRA;6256;20306291
hsa-mir-125b-5p;SCARB1;949;23045399
hsa-mir-125b-5p;LIN28;79727;15722555
hsa-mir-125b-5p;BMF;90427;19471102
hsa-mir-125b-5p;GRIN2A;2903;20159450
hsa-mir-125b-5p;NRGN;4900;22138609
hsa-mir-125b-5p;HIST1H4L;8368;18056640
hsa-mir-125b-5p;GFAP;2670;20347935
hsa-mir-125b-5p;TNF;7124;21062749
hsa-mir-125b-5p;CAP1;10487;18056640
hsa-mir-125b-5p;TWIST1;7291;21362569
hsa-mir-125b-5p;ID2;3398;18056640
hsa-mir-125b-5p;CTNNA3;29119;20306291
hsa-mir-125b-5p;ERBB2;2064;22460089
hsa-mir-125b-5p;ATM;472;18674748
hsa-mir-125b-5p;CDKN1A;1026;20827722
hsa-mir-125b-5p;BCL2;596;21879257
hsa-mir-125b-5p;TSPAN8;7103;18056640
hsa-mir-125b-5p;BMP2;650;20306291
hsa-mir-125b-5p;MSR1;4481;23123599
hsa-mir-125b-5p;CDKN2D;1032;16227573
hsa-mir-125b-5p;CYP24A1;1591;19570947
hsa-mir-125b-5p;DICER1;23405;20194440
hsa-mir-125b-5p;EP300;2033;22245495
hsa-mir-125b-5p;CASP6;839;18056640
hsa-mir-125b-5p;IL6;3569;20347935
hsa-mir-125b-5p;CDKN1A;1026;21118985
hsa-mir-125b-5p;CEBPG;1054;18056640
hsa-mir-125b-5p;VDR;7421;21362569
hsa-mir-125b-5p;ID3;3399;18056640
hsa-mir-125b-5p;GYPC;2995;20306291
hsa-mir-125b-5p;MMP9;4318;22711523
hsa-mir-125b-5p;TNFSF4;7292;18674748
hsa-mir-125b-5p;LIN28B;389421;20827722
hsa-mir-125b-5p;CDX2;1045;21903586
hsa-mir-125b-5p;UBE2I;7329;18056640
hsa-mir-125b-5p;STK10;6793;20306291
hsa-mir-125b-5p;BAX;581;23123599
hsa-mir-125b-5p;MAP2K7;5609;16227573
hsa-mir-125b-5p;BMPR1B;658;19738052
hsa-mir-125b-5p;CLU;1191;18056640
hsa-mir-125b-5p;GATA1;2623;20194440
hsa-mir-125b-5p;TP53;7157;22245495
hsa-mir-125b-5p;CASP7;840;18056640
hsa-mir-125b-5p;RCHY1;25898;20542030
hsa-mir-125b-5p;KLF13;51621;21118986
hsa-mir-125b-5p;JUN;3725;21368288
hsa-mir-125b-5p;IGFBP3;3486;18056640
hsa-mir-125b-5p;IDH3A;3419;20306291
hsa-mir-125b-5p;TIMP3;7078;22711523
hsa-mir-125b-5p;GLI1;2735;18756266
hsa-mir-125b-5p;ESR1;2099;20978686
hsa-mir-125b-5p;CBFB;865;21903586
hsa-mir-125b-5p;UGT2B17;7367;18056640
hsa-mir-125b-5p;MAP3K7;6885;20306291
hsa-mir-125b-5p;CCL2;6347;23123599
hsa-mir-125b-5p;LIN28;79727;16227573
hsa-mir-125b-5p;TP53;7157;19818772
hsa-mir-125b-5p;C10orf104;119504;18056640
hsa-mir-125b-5p;ST18;9705;20194440
hsa-mir-125b-5p;MCL1;4170;22252650
hsa-mir-125b-5p;B3GALT4;8705;18056640
hsa-mir-125b-5p;MDM2;4193;20542030
hsa-mir-125b-5p;SLAMF1;6504;21118986
hsa-mir-125b-5p;JUND;3727;21368288
hsa-mir-125b-5p;IL1RN;3557;18056640
hsa-mir-125b-5p;ISL1;3670;20306291
hsa-mir-125b-5p;RECK;8434;22711523
hsa-mir-125b-5p;TP53;7157;19293287
hsa-mir-125b-5p;AHSA1;10598;21060679
hsa-mir-125b-5p;JAG1;182;22003200
hsa-mir-125b-5p;HIST1H4A;8359;18056640
hsa-mir-125b-5p;NR2F1;7025;20306291
hsa-mir-125b-5p;MMP13;4322;23425975
hsa-mir-125b-5p;ERBB2;2064;17110380
hsa-mir-125b-5p;ELAVL1;1994;19875930
hsa-mir-125b-5p;CBLN2;147381;18056640
hsa-mir-125b-5p;WDR5;11091;20306291
hsa-mir-125b-5p;CHPT1;56994;22252650
hsa-mir-125b-5p;SGPL1;8879;18056640
hsa-mir-125b-5p;TP53;7157;20542030
hsa-mir-125b-5p;BMF;90427;21118986
hsa-mir-125b-5p;STAT3;6774;21368288
hsa-mir-125b-5p;JARID2;3720;18056640
hsa-mir-125b-5p;PELO;53918;20306291
hsa-mir-125b-5p;PROM1;8842;22711523
hsa-mir-125b-5p;MPI;4351;19406203
hsa-mir-125b-5p;IL10;3586;21060679
hsa-mir-125b-5p;IFNA1;3439;22003200
hsa-mir-125b-5p;HIST1H4D;8360;18056640
hsa-mir-125b-5p;TRPC6;7225;20306291
hsa-mir-125b-5p;ERBB3;2065;17110380
hsa-mir-125b-5p;ETV6;2120;19890372
hsa-mir-125b-5p;CYP1A1;1543;18056640
hsa-mir-125b-5p;PALM2;114299;20306291
hsa-mir-125b-5p;TP53;7157;22252650
hsa-mir-125b-5p;HOMER2;9455;18056640
hsa-mir-125b-5p;UBE2N;7334;20542030
hsa-mir-125b-5p;CD8A;925;21118986
hsa-mir-125b-5p;TP53;7157;21399871
hsa-mir-125b-5p;FAM19A1;407738;18056640
hsa-mir-125b-5p;INOC1;54617;20306291
hsa-mir-125b-5p;EIF2C2;27161;23041308
hsa-mir-125b-5p;CDK6;1021;19414119
hsa-mir-125b-5p;MAPK3;5595;21060679
hsa-mir-125b-5p;IRF4;3662;22003200
hsa-mir-125b-5p;HIST1H4F;8361;18056640
hsa-mir-125b-5p;IRX1;79192;20306291
hsa-mir-125b-5p;ROS1;6098;17629564
hsa-mir-125b-5p;IL3;3562;19890372
hsa-mir-125b-5p;DIO3;1735;18056640
hsa-mir-125b-5p;FHIT;2272;20306291
hsa-mir-125b-5p;LIN28;79727;22277001
hsa-mir-125b-5p;ADAMTS1;9510;18056640
hsa-mir-125b-5p;USP7;7874;20542030
hsa-mir-125b-5p;FRAP1;2475;21200031
hsa-mir-125b-5p;FGFR2;2263;21412257
hsa-mir-125b-5p;MAN1A1;4121;18056640
hsa-mir-125b-5p;FERMT1;55612;20306291
hsa-mir-125b-5p;ZNF828;283489;23045399
hsa-mir-125b-5p;CAP1;10487;19414119
hsa-mir-125b-5p;CD80;941;22003200
hsa-mir-125b-5p;HIST1H4C;8364;18056640
hsa-mir-125b-5p;CARS;833;20306291
hsa-mir-125b-5p;TLR4;7099;21060679
hsa-mir-125b-5p;FADD;8772;17911593
hsa-mir-125b-5p;TP53;7157;19890372
hsa-mir-125b-5p;CBX7;23492;18056640
hsa-mir-125b-5p;PDZRN3;23024;20306291
hsa-mir-125b-5p;FATE1;89885;22277001
hsa-mir-125b-5p;RBM8A;9939;18056640
hsa-mir-125b-5p;BLID;414899;20544842
hsa-mir-125b-5p;JTB;10899;21347262
hsa-mir-125b-5p;PIGF;5281;21703189
hsa-mir-125b-5p;PIGR;5284;18056640
hsa-mir-125b-5p;ZFP64;55734;20306291
hsa-mir-125b-5p;HSD11B1;3290;23045399
hsa-mir-125b-5p;CYP24A1;1591;19437538
hsa-mir-125b-5p;TSPAN12;23554;22138609
hsa-mir-125b-5p;HIST1H4H;8365;18056640
hsa-mir-125b-5p;BOC;91653;20306291
hsa-mir-125b-5p;NR1I2;8856;21060679
hsa-mir-125b-5p;IKBKE;9641;17911593
hsa-mir-125b-5p;RUNX1;861;19890372
hsa-mir-125b-5p;GPR160;26996;18056640
hsa-mir-125b-5p;FOXO3;2309;20306291
hsa-mir-125b-5p;EIF3M;10480;22331826
hsa-mir-125b-5p;SULT2A1;6822;18230348
hsa-mir-125b-5p;E2F3;1871;20549700
hsa-mir-125b-5p;TEF;7008;21347262
hsa-mir-125b-5p;COL11A2;1302;21879257
hsa-mir-125b-5p;PCDHB10;56126;18056640
hsa-mir-125b-5p;TMCC3;57458;20306291
hsa-mir-125b-5p;APRT;353;23045399
hsa-mir-125b-5p;CYP27B1;1594;19437538
hsa-mir-125a-5p;CTNNB1;1499;20937217
hsa-mir-125a-5p;HSPG2;3339;21317190
hsa-mir-125a-5p;RRBP1;6238;19608752
hsa-mir-125a-5p;ELA2;1991;20937217
hsa-mir-125a-5p;TP53;7157;21777146
hsa-mir-125a-5p;CD2;914;19608752
hsa-mir-125a-5p;GPI;2821;20937217
hsa-mir-125a-5p;ERBB2;2064;21788734
hsa-mir-125a-5p;CD4;920;19608752
hsa-mir-125a-5p;RHOU;58480;20937217
hsa-mir-125a-5p;LIFR;3977;21788734
hsa-mir-125a-5p;EGFR;1956;19702827
hsa-mir-125a-5p;SOX17;64321;20937217
hsa-mir-125a-5p;EPHB2;2048;22644326
hsa-mir-125a-5p;EGFR;1956;19881956
hsa-mir-125a-5p;TCF7L2;6934;20937217
hsa-mir-125a-5p;AKT1;207;22644326
hsa-mir-125a-5p;ETV4;2118;19881956
hsa-mir-125a-5p;TLE1;7088;20937217
hsa-mir-125a-5p;FGF2;2247;22644326
hsa-mir-125a-5p;LCT;3938;20569443
hsa-mir-125a-5p;WNT10A;80326;20937217
hsa-mir-125a-5p;SDC2;6383;22644326
hsa-mir-125a-5p;KLF13;51621;20589685
hsa-mir-125a-5p;FZD7;8324;20937217
hsa-mir-125a-5p;CCL5;6352;20589685
hsa-mir-125a-5p;SLC9A3R1;9368;20937217
hsa-mir-125a-5p;PDPN;10630;20665731
hsa-mir-125a-5p;ERBB2;2064;21220473
hsa-mir-125a-3p;FOSB;2354;21917534
hsa-mir-125a-3p;JUND;3727;21917534
hsa-mir-125a-3p;GADD45B;4616;21917534
hsa-mir-1258;HPSE;10855;21266359
hsa-mir-1257;CALR;811;22429966
hsa-mir-1247-5p;DIO3;1735;22825660
hsa-mir-1247-5p;DLK1;8788;22825660
hsa-mir-124-5p;SETD2;29072;20599952
hsa-mir-124-5p;PTBP1;5725;21062284
hsa-mir-124-5p;PTBP2;58155;21062284
hsa-mir-124-5p;CEBPA;1050;18451139
hsa-mir-124-5p;EBP;10682;18451139
hsa-mir-124-5p;CDK6;1021;18607543
hsa-mir-124-5p;CCND1;595;18607543
hsa-mir-124-3p;ERH;2079;18042700
hsa-mir-124-3p;HRSP12;10247;21807765
hsa-mir-124-3p;EIF2C1;26523;19536157
hsa-mir-124-3p;LAMC1;3915;17344415
hsa-mir-124-3p;BANF1;8815;19561591
hsa-mir-124-3p;CAPRIN2;65981;18042700
hsa-mir-124-3p;FOXO1;2308;22450659
hsa-mir-124-3p;PTBP1;5725;17679093
hsa-mir-124-3p;ITGB1;3688;21112327
hsa-mir-124-3p;SLC1A3;6507;18942755
hsa-mir-124-3p;SH2D3C;10044;23077310
hsa-mir-124-3p;TSPAN15;23555;18042700
hsa-mir-124-3p;PTBP2;58155;21807765
hsa-mir-124-3p;EIF2C2;27161;19536157
hsa-mir-124-3p;CDKN2D;1032;17403776
hsa-mir-124-3p;CDKN2D;1032;19663910
hsa-mir-124-3p;ZFP36L2;678;18042700
hsa-mir-124-3p;SPHK1;8877;22450659
hsa-mir-124-3p;PTBP2;58155;17679093
hsa-mir-124-3p;NCAM1;4684;21131276
hsa-mir-124-3p;DICER1;23405;18997113
hsa-mir-124-3p;LOC285908;285908;18042700
hsa-mir-124-3p;AHR;196;22024478
hsa-mir-124-3p;EXOSC1;51013;19536157
hsa-mir-124-3p;CTDSP1;58190;17403776
hsa-mir-124-3p;C14orf24;283635;19663910
hsa-mir-124-3p;FA2H;79152;18042700
hsa-mir-124-3p;C16orf82;162083;22696253
hsa-mir-124-3p;CTDSP1;58190;17679093
hsa-mir-124-3p;NEUROD1;4760;21131276
hsa-mir-124-3p;NPAT;4863;18997113
hsa-mir-124-3p;RHOG;391;18042700
hsa-mir-124-3p;PTBP1;5725;22028027
hsa-mir-124-3p;RAVER2;55225;16549876
hsa-mir-124-3p;FBXW7;55294;19536157
hsa-mir-124-3p;REST;5978;17403776
hsa-mir-124-3p;CREB1;1385;19778509
hsa-mir-124-3p;FAM104A;84923;18042700
hsa-mir-124-3p;NPPA;4878;22696253
hsa-mir-124-3p;SYCP1;6847;17679093
hsa-mir-124-3p;HLA-E;3133;21131957
hsa-mir-124-3p;ELSPBP1;64100;18997113
hsa-mir-124-3p;MYO10;4651;18042700
hsa-mir-124-3p;CTDSP1;58190;22028027
hsa-mir-124-3p;ELOVL5;60481;16549876
hsa-mir-124-3p;ACTL6B;51412;19561591
hsa-mir-124-3p;SYCP1;6847;17403776
hsa-mir-124-3p;SOX9;6662;19820183
hsa-mir-124-3p;PDLIM7;9260;18042700
hsa-mir-124-3p;STAT3;6774;22696253
hsa-mir-124-3p;GAS2L1;10634;18042700
hsa-mir-124-3p;PTPRC;5788;21131957
hsa-mir-124-3p;CDKN2D;1032;19131573
hsa-mir-124-3p;ATP8A2;51761;19561591
hsa-mir-124-3p;NFATC1;4772;18042700
hsa-mir-124-3p;DCX;1641;22171971
hsa-mir-124-3p;SURF4;6836;16549876
hsa-mir-124-3p;FOXM1;2305;17462994
hsa-mir-124-3p;CDKN2D;1032;20036862
hsa-mir-124-3p;ARRDC1;92714;18042700
hsa-mir-124-3p;ZNF828;283489;22837048
hsa-mir-124-3p;RFFL;117584;18042700
hsa-mir-124-3p;FOXG1;2290;21225654
hsa-mir-124-3p;TSC22D3;1831;19131573
hsa-mir-124-3p;PHF10;55274;19561591
hsa-mir-124-3p;NID1;4811;18042700
hsa-mir-124-3p;GFAP;2670;22171971
hsa-mir-124-3p;MAGT1;84061;16549876
hsa-mir-124-3p;FOXA2;3170;17462994
hsa-mir-124-3p;HES1;3280;20036862
hsa-mir-124-3p;CDK6;1021;18577219
