MicroRNA;GeneName;EntrezID;Evidence
hsa-mir-491-5p;KIAA1797;54914;21128281
hsa-mir-491-5p;BCR;613;21128281
hsa-mir-491-5p;MMP9;4318;21831363
hsa-mir-491-5p;MMP9;4318;23257658
hsa-mir-491-5p;AFP;174;20015148
hsa-mir-491-5p;EPHB6;2051;20015148
hsa-mir-491-5p;NFKB1;4790;20015148
hsa-mir-491-5p;TNF;7124;20015148
hsa-mir-489;PTPN11;5781;20700123
hsa-mir-489;SRC;6714;20700123
hsa-mir-488-5p;BBS9;27241;20828368
hsa-mir-488-5p;PTK2;5747;20828368
hsa-mir-486-5p;MKL1;57591;20142475
hsa-mir-486-5p;SRF;6722;20142475
hsa-mir-486-5p;AKT1;207;20142475
hsa-mir-486-5p;FOXO1;2308;20142475
hsa-mir-486-5p;MYOD1;4654;20142475
hsa-mir-486-5p;PI3;5266;20142475
hsa-mir-486-5p;PIK3CA;5290;20142475
hsa-mir-486-5p;PTEN;5728;20142475
hsa-mir-485-5p;BACE1;23621;20507594
hsa-mir-485-3p;NFYB;4801;21252292
hsa-mir-485-3p;RHD;6007;21252292
hsa-mir-485-3p;TOP2A;7153;21252292
hsa-mir-484;HSF1;3297;21189066
hsa-mir-483-5p;MCF2L;23263;19958507
hsa-mir-483-5p;MYC;4609;19958507
hsa-mir-483-5p;MZF1;7593;19958507
hsa-mir-483-5p;RUNX1;861;19958507
hsa-mir-483-5p;BBC3;27113;20388800
hsa-mir-483-5p;SOCS3;9021;21146586
hsa-mir-483-5p;SRF;6722;21893058
hsa-mir-483-5p;MAPK3;5595;22465663
hsa-mir-483-3p;SMAD4;4089;21112326
hsa-mir-455-5p;ATF6;22926;22326432
hsa-mir-455-5p;CALR;811;22326432
hsa-mir-323b-5p;ESR1;2099;19028706
hsa-mir-452-5p;C16orf53;79447;21098571
hsa-mir-452-5p;DLX2;1746;21098571
hsa-mir-452-5p;FGF8;2253;21098571
hsa-mir-452-5p;DICER1;23405;21098571
hsa-mir-452-5p;SHH;6469;21098571
hsa-mir-452-5p;WNT5A;7474;21098571
hsa-mir-451a;S100A8;6279;19318487
hsa-mir-451a;ODZ1;10178;21875770
hsa-mir-451a;FRAP1;2475;20647762
hsa-mir-451a;IFNA1;3439;23169590
hsa-mir-451a;TIMM8A;1678;21329503
hsa-mir-451a;S100A9;6280;19318487
hsa-mir-451a;ATP8A2;51761;21948564
hsa-mir-451a;PRKAA1;5562;20647762
hsa-mir-451a;IL6;3569;23169590
hsa-mir-451a;AKT1;207;21329503
hsa-mir-451a;CAB39;51719;20227367
hsa-mir-451a;ABCB1;5243;21948564
hsa-mir-451a;STK11;6794;20647762
hsa-mir-451a;CCL5;6352;23169590
hsa-mir-451a;AKT1;207;21358675
hsa-mir-451a;PRKAA1;5562;20227367
hsa-mir-451a;PTGS2;5743;21948564
hsa-mir-451a;GLYAT;10249;20679398
hsa-mir-451a;TNF;7124;23169590
hsa-mir-451a;RAB14;51552;21358675
hsa-mir-451a;STK11;6794;20227367
hsa-mir-451a;AKT1;207;22179124
hsa-mir-451a;YWHAZ;7534;23169590
hsa-mir-451a;FOXO3;2309;20679398
hsa-mir-451a;CGA;1081;21375772
hsa-mir-451a;DICER1;23405;20424607
hsa-mir-451a;CAB39;51719;22179124
hsa-mir-451a;ZFP36;7538;23169590
hsa-mir-451a;DICER1;23405;20699384
hsa-mir-451a;ANG;283;21375772
hsa-mir-451a;EIF2C2;27161;20424607
hsa-mir-451a;PIK3CA;5290;22179124
hsa-mir-451a;EIF2C2;27161;20699384
hsa-mir-451a;RAB8A;4218;17588470
hsa-mir-451a;SCN5A;6331;21375772
hsa-mir-451a;RNASEN;29102;20424607
hsa-mir-451a;DICER1;23405;22461413
hsa-mir-451a;RNASEN;29102;20699384
hsa-mir-451a;DICER1;23405;18645025
hsa-mir-451a;SPP1;6696;21375772
hsa-mir-451a;FBXW7;55294;20424607
hsa-mir-451a;EIF2C2;27161;22461413
hsa-mir-451a;DICER1;23405;21088485
hsa-mir-451a;AMH;268;19318487
hsa-mir-451a;VEGFA;7422;21375772
hsa-mir-451a;DICER1;23405;20448148
hsa-mir-451a;FBXW7;55294;22461413
hsa-mir-451a;EIF2C2;27161;21088485
hsa-mir-451a;MIF;4282;19318487
hsa-mir-451a;BCR;613;21511335
hsa-mir-451a;EIF2C2;27161;20448148
hsa-mir-451a;FOXO3;2309;23169590
hsa-mir-451a;RNASEN;29102;21088485
hsa-mir-450a-5p;HNRPK;3190;18230805
hsa-mir-449a;TP53;7157;20948989
hsa-mir-449a;EPAS1;2034;22641068
hsa-mir-449a;LAMC2;3918;19056356
hsa-mir-449a;SERPINE1;5054;21375729
hsa-mir-449a;MET;4233;22641068
hsa-mir-449a;LMX1A;4009;19056356
hsa-mir-449a;EVI1;2122;21569010
hsa-mir-449a;HDAC9;9734;22641068
hsa-mir-449a;ELSPBP1;64100;19056356
hsa-mir-449a;NOTCH1;4851;21569010
hsa-mir-449a;HDAC1;3065;19252524
hsa-mir-449a;BCL2;596;21569010
hsa-mir-449a;HDAC9;9734;19252524
hsa-mir-449a;HDAC1;3065;22078727
hsa-mir-449a;CDK6;1021;19833767
hsa-mir-449a;HDAC9;9734;22078727
hsa-mir-449a;CDC25A;993;19833767
hsa-mir-449a;CDK6;1021;22266187
hsa-mir-449a;SERPINE1;5054;20356416
hsa-mir-449a;RAB3GAP1;22930;22266187
hsa-mir-449a;HDAC1;3065;20948989
hsa-mir-449a;CDC25A;993;22266187
hsa-mir-449a;CCND1;595;20948989
hsa-mir-449a;ELA2;1991;22641068
hsa-mir-449a;E2F5;1875;19056356
hsa-mir-448;HTR2C;3358;20719859
hsa-mir-448;KLF5;688;20719859
hsa-mir-448;EGFR;1956;20798686
hsa-mir-448;TWIST1;7291;20798686
hsa-mir-433;HDAC6;10013;21118135
hsa-mir-433;SNCA;6622;22617348
hsa-mir-433;MEF2A;4205;23154418
hsa-mir-433;SFRP2;6423;23154418
hsa-mir-433;WNT5A;7474;23154418
hsa-mir-433;FGF20;26281;18252210
hsa-mir-433;HDAC6;10013;20181727
hsa-mir-433;FGFR1;2260;20427658
hsa-mir-433;FGF20;26281;20427658
hsa-mir-433;FGF20;26281;20471450
hsa-mir-431-5p;IGF1R;3480;22293894
hsa-mir-431-5p;IRS2;8660;22293894
hsa-mir-429;ACE;1636;21130492
hsa-mir-429;AGT;183;21130492
hsa-mir-429;AMH;268;21130492
hsa-mir-429;SLC33A1;9197;21130492
hsa-mir-429;KDR;3791;21233447
hsa-mir-429;ME1;4199;21233447
hsa-mir-429;TERT;7015;21233447
hsa-mir-429;CXCR4;7852;21233447
hsa-mir-429;SIP1;8487;21233447
hsa-mir-429;ZEB1;6935;20484493
hsa-mir-429;ZEB2;9839;21233447
hsa-mir-429;ZEB2;9839;20484493
hsa-mir-425-3p;SMAD3;4088;18765229
hsa-mir-425-3p;PROM1;8842;18765229
hsa-mir-425-3p;GEMIN4;50628;21118967
hsa-mir-425-3p;PDGFC;56034;21118967
hsa-mir-424-5p;SETD2;29072;20972325
hsa-mir-424-5p;HIF1A;3091;20972335
hsa-mir-424-5p;CUL2;8453;20972335
hsa-mir-424-5p;MAP2K1;5604;21179471
hsa-mir-424-5p;CCND1;595;21179471
hsa-mir-424-5p;MAP2K1;5604;21711342
hsa-mir-424-5p;CCND1;595;21711342
hsa-mir-424-5p;EGFR;1956;17889671
hsa-mir-424-5p;LGALS3;3958;17889671
hsa-mir-424-5p;MUC1;4582;17889671
hsa-mir-424-5p;CDC25A;993;20462953
hsa-mir-423-5p;CDKN1A;1026;21890460
hsa-mir-421;CBX7;23492;19802518
hsa-mir-421;MYCN;4613;20080624
hsa-mir-421;ATM;472;20080624
hsa-mir-421;SMAD4;4089;21352803
hsa-mir-421;NR1H4;9971;22146319
hsa-mir-410;PUM1;9698;20860814
hsa-mir-410;CDKN2A;1029;21170085
hsa-mir-410;JUN;3725;21170085
hsa-mir-410;NFKB1;4790;21170085
hsa-mir-410;RB1;5925;21170085
hsa-mir-410;TP53;7157;21170085
hsa-mir-410;CDC2;983;21170085
hsa-mir-409-3p;PHF10;55274;22388101
hsa-mir-409-3p;ANG;283;22531314
hsa-mir-383;IRF1;3659;21368870
hsa-mir-383;RB1;5925;21368870
hsa-mir-383;CCND1;595;21368870
hsa-mir-383;SGCZ;137868;22593182
hsa-mir-383;NR5A1;2516;22593182
hsa-mir-383;MYC;4609;22593182
hsa-mir-383;RBMS1;5937;22593182
hsa-mir-383;CDK2;1017;21368870
hsa-mir-383;CDK4;1019;21368870
hsa-mir-383;CDKN1A;1026;21368870
hsa-mir-382-5p;XRN1;54464;20348442
hsa-mir-382-5p;BBS9;27241;20716515
hsa-mir-382-5p;SOD2;6648;20716515
hsa-mir-382-5p;TGFB1;7040;20716515
hsa-mir-381-3p;AKT1;207;21435336
hsa-mir-381-3p;LRRC4;64101;21435336
hsa-mir-381-3p;ID1;3397;22592211
hsa-mir-381-3p;SRC;6714;22592211
hsa-mir-381-3p;KIT;3815;21273305
hsa-mir-381-3p;MITF;4286;21273305
hsa-mir-381-3p;EPHB2;2048;21435336
hsa-mir-380-5p;HRAS;3265;20871609
hsa-mir-380-5p;MYCN;4613;20871609
hsa-mir-380-5p;TP53;7157;20871609
hsa-mir-379-5p;ABCC2;1244;21540293
hsa-mir-379-5p;ATP8A2;51761;21540293
hsa-mir-379-5p;NR1I2;8856;21540293
hsa-mir-378a-5p;MYB;4602;21703983
hsa-mir-378a-5p;NPNT;255743;19844573
hsa-mir-378a-5p;SULT2A1;6822;20484008
hsa-mir-378a-5p;SUFU;51684;21703983
hsa-mir-378a-5p;GALNT7;51809;19844573
hsa-mir-378a-5p;PPARGC1B;133522;20889127
hsa-mir-378a-5p;CYP2E1;1571;19945440
hsa-mir-378a-5p;ESRRG;2104;20889127
hsa-mir-378a-5p;PARP1;142;20353610
hsa-mir-378a-5p;TOB2;10766;21242960
hsa-mir-378a-5p;AGER;177;20353610
hsa-mir-378a-5p;ERBB2;2064;21242960
hsa-mir-378a-5p;WDTC1;23038;20353610
hsa-mir-378a-5p;MYC;4609;21242960
hsa-mir-378a-5p;AKR1B1;231;20353610
hsa-mir-378a-5p;CCND1;595;21242960
hsa-mir-378a-5p;SERPINE1;5054;20353610
hsa-mir-378a-5p;MYOD1;4654;21471220
hsa-mir-378a-5p;TUSC2;11334;18077375
hsa-mir-378a-5p;GFPT2;9945;20353610
hsa-mir-378a-5p;MSC;9242;21471220
hsa-mir-378a-5p;SUFU;51684;18077375
hsa-mir-378a-5p;EIF2C2;27161;20484008
hsa-mir-378a-5p;IFNGR1;3459;21655975
hsa-mir-378a-5p;GALNTL2;117248;19844573
hsa-mir-378a-5p;PPARG;5468;20484008
hsa-mir-377-5p;CDKN1A;1026;18716028
hsa-mir-377-5p;PAK1;5058;18716028
hsa-mir-377-5p;PPM1A;5494;18716028
hsa-mir-377-5p;PKN1;5585;18716028
hsa-mir-377-5p;SOD1;6647;18716028
hsa-mir-377-5p;SOD2;6648;18716028
hsa-mir-376c-3p;PRPS1;5631;17322061
hsa-mir-376c-3p;SLC16A1;6566;17322061
hsa-mir-376c-3p;TTK;7272;17322061
hsa-mir-376c-3p;SFRS11;9295;17322061
hsa-mir-376c-3p;ACVR1C;130399;21224400
hsa-mir-376c-3p;ZNF513;130557;17322061
hsa-mir-376c-3p;PRPS1L1;221823;17322061
hsa-mir-376c-3p;SNX19;399979;17322061
hsa-mir-376b-3p;FRAP1;2475;22248718
hsa-mir-376b-3p;BECN1;8678;22248718
hsa-mir-375;RASD1;51655;20978187
hsa-mir-375;ATN1;1822;23321698
hsa-mir-375;PDPK1;5170;18591395
hsa-mir-375;RHOA;387;20584986
hsa-mir-375;JAK2;3717;21557705
hsa-mir-375;DICER1;23405;21278735
hsa-mir-375;ST3GAL4;6484;23321698
hsa-mir-375;TIMM8A;1678;19807270
hsa-mir-375;NCAM1;4684;20584986
hsa-mir-375;PDPK1;5170;21557705
hsa-mir-375;IL13;3596;21278735
hsa-mir-375;AKT1;207;20215506
hsa-mir-375;ATP6V0A1;535;20584986
hsa-mir-375;IGF1R;3480;21813472
hsa-mir-375;PDPK1;5170;20215506
hsa-mir-375;RETNLB;84666;21278735
hsa-mir-375;BDNF;627;20584986
hsa-mir-375;LDHB;3945;21922130
hsa-mir-375;MTPN;136319;20221699
hsa-mir-375;EPHB2;2048;21291493
hsa-mir-375;COX8A;1351;20947516
hsa-mir-375;COX8A;1351;22234174
hsa-mir-375;ATN1;1822;20224724
hsa-mir-375;FABP4;2167;21291493
hsa-mir-375;IL17C;27189;20947516
hsa-mir-375;FOXM1;2305;22539037
hsa-mir-375;YAP1;10413;20226166
hsa-mir-375;PPARG;5468;21291493
hsa-mir-375;IARS;3376;20947516
hsa-mir-375;ZNF828;283489;22539037
hsa-mir-375;YY1AP1;55249;20226166
hsa-mir-375;MAPK3;5595;21291493
hsa-mir-375;IL1A;3552;20947516
hsa-mir-375;LDHB;3945;22752059
hsa-mir-375;JAK2;3717;20548334
hsa-mir-375;YAP1;10413;21391223
hsa-mir-375;IL23A;51561;20947516
hsa-mir-375;MTDH;92140;22752059
hsa-mir-375;DICER1;23405;17676975
hsa-mir-375;DLG4;1742;20584986
hsa-mir-375;YES1;7525;21391223
hsa-mir-375;ESR1;2099;20978187
hsa-mir-375;COX8A;1351;23103713
hsa-mir-375;PDK1;5163;18591395
hsa-mir-375;ELAVL4;1996;20584986
hsa-mir-375;PDPK1;5170;21533613
hsa-mir-373-5p;RAB22A;57403;21785829
hsa-mir-373-5p;MECP2;4204;21086164
hsa-mir-373-5p;EPHB2;2048;21898400
hsa-mir-373-5p;DPEP2;64174;21086164
hsa-mir-373-5p;ZHX2;22882;21898400
hsa-mir-373-5p;MBL2;4153;21165562
hsa-mir-373-5p;SIRT1;23411;21898400
hsa-mir-373-5p;DPEP2;64174;21165562
hsa-mir-373-5p;FRAP1;2475;21898400
hsa-mir-373-5p;CD44;960;18193036
hsa-mir-373-5p;TXNIP;10628;21271679
hsa-mir-373-5p;MMP9;4318;21898400
hsa-mir-373-5p;DICER1;23405;18227514
hsa-mir-373-5p;HIP1;3092;21271679
hsa-mir-373-5p;HNRNPA0;10949;23007704
hsa-mir-373-5p;CSDC2;27254;18227514
hsa-mir-373-5p;TRPS1;7227;21271679
hsa-mir-373-5p;PRDM4;11108;23007704
hsa-mir-373-5p;CD44;960;19158933
hsa-mir-373-5p;GRHL2;79977;21271679
hsa-mir-373-5p;PAM;5066;23007704
hsa-mir-373-5p;LATS2;26524;19501585
hsa-mir-373-5p;RABEP1;9135;21271679
hsa-mir-373-5p;RASSF1;11186;21086164
hsa-mir-373-5p;AADAC;13;21785829
hsa-mir-373-5p;DPEP1;1800;21086164
hsa-mir-372;JAG1;182;23242208
hsa-mir-372;LATS2;26524;16564011
hsa-mir-372;TNFAIP1;7126;23242208
hsa-mir-372;TP53;7157;16564011
hsa-mir-372;ODZ1;10178;23291979
hsa-mir-372;JAG1;182;19937137
hsa-mir-372;COX8A;1351;23291979
hsa-mir-372;LATS2;26524;19937137
hsa-mir-372;BCL2L1;598;20039318
hsa-mir-372;CREB1;1385;20423907
hsa-mir-372;EP300;2033;20423907
hsa-mir-372;PRKACB;5567;20423907
hsa-mir-372;CDK2;1017;21646351
hsa-mir-372;CCND1;595;21646351
hsa-mir-371a-5p;TP53;7157;17695719
hsa-mir-371a-5p;LATS2;26524;17695719
hsa-mir-370;WBSCR22;114049;17621267
hsa-mir-370;MAP3K8;1326;17621267
hsa-mir-370;IL6;3569;17621267
hsa-mir-370;ETS1;2113;22587915
hsa-mir-365a-3p;HMGA2;8091;22185756
hsa-mir-365a-3p;SDC1;6382;19883314
hsa-mir-365a-3p;MYB;4602;21737779
hsa-mir-365a-3p;MYBL2;4605;21737779
hsa-mir-365a-3p;BCL2;596;22072615
hsa-mir-365a-3p;TGFB1;7040;22185756
hsa-mir-365a-3p;NKX2-1;7080;22185756
hsa-mir-361-5p;MTPN;136319;15538371
hsa-mir-34c-5p;BCL2;596;21351256
hsa-mir-34c-5p;ERCC8;1161;18668526
hsa-mir-34c-5p;CSH1;1442;18668526
hsa-mir-34c-5p;HSPA9;3313;18668526
hsa-mir-34c-5p;BRCA1;672;19798417
hsa-mir-34c-5p;E2F3;1871;20162671
hsa-mir-34c-5p;PSAT1;29968;20162671
hsa-mir-34c-5p;BCL2;596;20162671
hsa-mir-34c-5p;MET;4233;20198305
hsa-mir-34c-5p;E2F3;1871;21351256
hsa-mir-34c-5p;PSAT1;29968;21351256
hsa-mir-34b-5p;CREM;1390;19960054
hsa-mir-34b-5p;TP53;7157;22052540
hsa-mir-34b-5p;MET;4233;19074879
hsa-mir-34b-5p;ZNF828;283489;19960054
hsa-mir-34b-5p;CREB1;1385;19258499
hsa-mir-34b-5p;BTG4;54766;20309940
hsa-mir-34b-5p;AKT1;207;19258499
hsa-mir-34b-5p;TP53;7157;20309940
hsa-mir-34b-5p;APRT;353;19258499
hsa-mir-34b-5p;ATP6V0A4;50617;21339737
hsa-mir-34b-5p;JAK1;3716;19258499
hsa-mir-34b-5p;PPP2R4;5524;21339737
hsa-mir-34b-5p;NFKB1;4790;19258499
hsa-mir-34b-5p;PARK7;11315;21558425
hsa-mir-34b-5p;CCND1;595;19258499
hsa-mir-34b-5p;PARK2;5071;21558425
hsa-mir-34b-5p;TP53;7157;17823410
hsa-mir-34b-5p;BCL2;596;19258499
hsa-mir-34b-5p;VPS4A;27183;21917232
hsa-mir-34b-5p;AADAC;13;18519671
hsa-mir-34b-5p;TCL1A;8115;19536169
hsa-mir-34b-5p;AADAC;13;22052540
hsa-mir-34b-5p;BTG4;54766;18519671
hsa-mir-34b-5p;CREB1;1385;19960054
hsa-mir-34b-5p;MET;4233;22052540
hsa-mir-34b-5p;TP53;7157;18519671
hsa-mir-34a-5p;CDC20B;166979;19960022
hsa-mir-34a-5p;CCND1;595;20734047
hsa-mir-34a-5p;CREB1;1385;21956116
hsa-mir-34a-5p;MDM2;4193;19461653
hsa-mir-34a-5p;NFKB1;4790;20433755
hsa-mir-34a-5p;MDM2;4193;21217645
hsa-mir-34a-5p;CDC2;983;22703967
hsa-mir-34a-5p;CDKN1A;1026;18677110
hsa-mir-34a-5p;AKT1;207;19029026
hsa-mir-34a-5p;NR1H4;9971;20185821
hsa-mir-34a-5p;SCPEP1;59342;20976148
hsa-mir-34a-5p;SIRT1;23411;22364258
hsa-mir-34a-5p;TP53;7157;17540598
hsa-mir-34a-5p;TP53;7157;19584398
hsa-mir-34a-5p;TP53;7157;20581456
hsa-mir-34a-5p;CD44;960;21240262
hsa-mir-34a-5p;ZEB1;6935;23022474
hsa-mir-34a-5p;TP53;7157;18755897
hsa-mir-34a-5p;AXIN2;8313;19336450
hsa-mir-34a-5p;NOTCH1;4851;20351093
hsa-mir-34a-5p;SIRT1;23411;21067862
hsa-mir-34a-5p;PDLIM7;9260;22496226
hsa-mir-34a-5p;CDC25A;993;18406353
hsa-mir-34a-5p;TP53;7157;19714243
hsa-mir-34a-5p;COL2A1;1280;20675358
hsa-mir-34a-5p;ACSL1;2180;21366874
hsa-mir-34a-5p;BCL2;596;23298779
hsa-mir-34a-5p;ACTB;60;18835850
hsa-mir-34a-5p;E2F1;1869;19960022
hsa-mir-34a-5p;TP53;7157;20734047
hsa-mir-34a-5p;BCL2;596;22052697
hsa-mir-34a-5p;MDM4;4194;19461653
hsa-mir-34a-5p;PAWR;5074;20433755
hsa-mir-34a-5p;TP53;7157;21217645
hsa-mir-34a-5p;SIRT1;23411;22902550
hsa-mir-34a-5p;MDM2;4193;18677110
hsa-mir-34a-5p;MET;4233;19029026
hsa-mir-34a-5p;MET;4233;20190569
hsa-mir-34a-5p;BAMBI;25805;21042576
hsa-mir-34a-5p;LRP6;4040;22421157
hsa-mir-34a-5p;BIRC3;330;17540599
hsa-mir-34a-5p;CDKN1A;1026;19643983
hsa-mir-34a-5p;TCL1A;8115;20581456
hsa-mir-34a-5p;MAP3K9;4293;21266077
hsa-mir-34a-5p;TTF2;8458;23022474
hsa-mir-34a-5p;BCL2;596;18803879
hsa-mir-34a-5p;BBC3;27113;18941118
hsa-mir-34a-5p;SEC24D;9871;19336450
hsa-mir-34a-5p;TP53;7157;20386864
hsa-mir-34a-5p;PIK3CA;5290;21067862
hsa-mir-34a-5p;JAG1;182;22498974
hsa-mir-34a-5p;ING2;3622;18451145
hsa-mir-34a-5p;PROM1;8842;19714243
hsa-mir-34a-5p;IL1B;3553;20675358
hsa-mir-34a-5p;TP53;7157;21399872
hsa-mir-34a-5p;MDM2;4193;23314612
hsa-mir-34a-5p;SIRT1;23411;19960022
hsa-mir-34a-5p;TP53;7157;20881002
hsa-mir-34a-5p;DICER1;23405;22071625
hsa-mir-34a-5p;MET;4233;19461653
hsa-mir-34a-5p;BCL2;596;20433755
hsa-mir-34a-5p;HDAC2;3066;21224215
hsa-mir-34a-5p;TP53;7157;22902550
hsa-mir-34a-5p;TP53;7157;18677110
hsa-mir-34a-5p;TP53;7157;19029026
hsa-mir-34a-5p;MAPK14;1432;20212154
hsa-mir-34a-5p;CRIM1;51232;21042576
hsa-mir-34a-5p;LEF1;51176;22421157
hsa-mir-34a-5p;TP53;7157;17540599
hsa-mir-34a-5p;TP53;7157;19643983
hsa-mir-34a-5p;FOXP1;27086;20598588
hsa-mir-34a-5p;MYC;4609;21297663
hsa-mir-34a-5p;CCNB1;891;23022474
hsa-mir-34a-5p;TP53;7157;18803879
hsa-mir-34a-5p;BAX;581;18941118
hsa-mir-34a-5p;ST3GAL4;6484;19372595
hsa-mir-34a-5p;OCA2;4948;20388802
hsa-mir-34a-5p;CDC20B;166979;21088493
hsa-mir-34a-5p;NOTCH1;4851;22498974
hsa-mir-34a-5p;TP53;7157;18451145
hsa-mir-34a-5p;CD44;960;19714243
hsa-mir-34a-5p;NOS2A;4843;20675358
hsa-mir-34a-5p;CDK6;1021;21553024
hsa-mir-34a-5p;MET;4233;23314612
hsa-mir-34a-5p;TP53;7157;19960022
hsa-mir-34a-5p;SND1;27044;20883704
hsa-mir-34a-5p;HGF;3082;22071625
hsa-mir-34a-5p;MYB;4602;19461653
hsa-mir-34a-5p;MET;4233;20466628
hsa-mir-34a-5p;ARCN1;372;21224215
hsa-mir-34a-5p;FOXF1;2294;23022474
hsa-mir-34a-5p;MDM2;4193;18711402
hsa-mir-34a-5p;AKT1;207;19115258
hsa-mir-34a-5p;MYC;4609;20212154
hsa-mir-34a-5p;PPARG;5468;21042576
hsa-mir-34a-5p;TP53;7157;22421157
hsa-mir-34a-5p;TP53;7157;17554337
hsa-mir-34a-5p;BCL2;596;19683563
hsa-mir-34a-5p;TP53;7157;20598588
hsa-mir-34a-5p;TP53;7157;21297663
hsa-mir-34a-5p;AURKB;9212;23022474
hsa-mir-34a-5p;HMGA2;8091;18803879
hsa-mir-34a-5p;E2F3;1871;18942116
hsa-mir-34a-5p;TP53;7157;19421141
hsa-mir-34a-5p;SLC2A1;6513;20388802
hsa-mir-34a-5p;FOXJ1;2302;21088493
hsa-mir-34a-5p;NOTCH2;4853;22498974
hsa-mir-34a-5p;STK39;27347;18497571
hsa-mir-34a-5p;CDK6;1021;19773441
hsa-mir-34a-5p;TP53;7157;20675358
hsa-mir-34a-5p;NOTCH1;4851;21743299
hsa-mir-34a-5p;TP53;7157;23314612
hsa-mir-34a-5p;MDM2;4193;20089965
hsa-mir-34a-5p;APC;324;20883704
hsa-mir-34a-5p;MET;4233;22071625
hsa-mir-34a-5p;SFRS2;6427;19461653
hsa-mir-34a-5p;BCL2;596;20466628
hsa-mir-34a-5p;LOX;4015;21224215
hsa-mir-34a-5p;FOXE1;2304;23022474
hsa-mir-34a-5p;MDM4;4194;18711402
hsa-mir-34a-5p;PIK3CA;5290;19115258
hsa-mir-34a-5p;MAPKAPK2;9261;20212154
hsa-mir-34a-5p;RUNX2;860;21042576
hsa-mir-34a-5p;WNT1;7471;22421157
hsa-mir-34a-5p;BCL2;596;17656095
hsa-mir-34a-5p;MYC;4609;19696787
hsa-mir-34a-5p;NDRG1;10397;20606648
hsa-mir-34a-5p;CDK6;1021;21321636
hsa-mir-34a-5p;ZEB2;9839;23022474
hsa-mir-34a-5p;SIRT1;23411;18834855
hsa-mir-34a-5p;NOTCH1;4851;18942116
hsa-mir-34a-5p;TP53;7157;19443717
hsa-mir-34a-5p;PEA15;8682;20388802
hsa-mir-34a-5p;CTNNBIP1;56998;21182263
hsa-mir-34a-5p;BMP2;650;22498974
hsa-mir-34a-5p;TP53;7157;18497571
hsa-mir-34a-5p;MET;4233;19773441
hsa-mir-34a-5p;SIRT1;23411;20687223
hsa-mir-34a-5p;ERBB2;2064;21814748
hsa-mir-34a-5p;TP53;7157;20089965
hsa-mir-34a-5p;SCPEP1;59342;20883704
hsa-mir-34a-5p;TP53;7157;22071625
hsa-mir-34a-5p;HMGA2;8091;19461653
hsa-mir-34a-5p;TP53;7157;20466628
hsa-mir-34a-5p;TP53;7157;21224215
hsa-mir-34a-5p;FOXM1;2305;23022474
hsa-mir-34a-5p;TP53;7157;18711402
hsa-mir-34a-5p;TP53;7157;19115258
hsa-mir-34a-5p;FASN;2194;20213410
hsa-mir-34a-5p;CDK6;1021;21051724
hsa-mir-34a-5p;WNT3;7473;22421157
hsa-mir-34a-5p;TP53;7157;17875987
hsa-mir-34a-5p;NOL3;8996;19696787
hsa-mir-34a-5p;MDM2;4193;20606648
hsa-mir-34a-5p;TIMM8A;1678;21321636
hsa-mir-34a-5p;GADD45A;1647;23124036
hsa-mir-34a-5p;TP53;7157;18834855
hsa-mir-34a-5p;BCL2;596;18942116
hsa-mir-34a-5p;CDK4;1019;19461653
hsa-mir-34a-5p;FOXO1;2308;20424141
hsa-mir-34a-5p;TP53;7157;21182263
hsa-mir-34a-5p;ODZ1;10178;22562822
hsa-mir-34a-5p;MDC1;9656;18497571
hsa-mir-34a-5p;TP53;7157;19773441
hsa-mir-34a-5p;BCL2;596;20687223
hsa-mir-34a-5p;AKT1;207;21814748
hsa-mir-34a-5p;DDX4;54514;20150330
hsa-mir-34a-5p;TP53;7157;20883704
hsa-mir-34a-5p;EP300;2033;22074660
hsa-mir-34a-5p;CAV1;857;19461653
hsa-mir-34a-5p;SIRT1;23411;20470934
hsa-mir-34a-5p;VEGFA;7422;21224215
hsa-mir-34a-5p;FOXP1;27086;23022474
hsa-mir-34a-5p;CDK6;1021;18719384
hsa-mir-34a-5p;MYCN;4613;19199973
hsa-mir-34a-5p;DLL1;28514;20213410
hsa-mir-34a-5p;TIMM8A;1678;21051724
hsa-mir-34a-5p;AXIN2;8313;22421157
hsa-mir-34a-5p;TP53;7157;17914404
hsa-mir-34a-5p;BCL2;596;19697704
hsa-mir-34a-5p;MYC;4609;20606648
hsa-mir-34a-5p;TP53;7157;21321636
hsa-mir-34a-5p;MDM2;4193;23124036
hsa-mir-34a-5p;TOM1;10043;18834857
hsa-mir-34a-5p;BCL6;604;18942116
hsa-mir-34a-5p;CDK6;1021;19461653
hsa-mir-34a-5p;SIRT1;23411;20424141
hsa-mir-34a-5p;YY1;7528;21182263
hsa-mir-34a-5p;TESC;54997;22568628
hsa-mir-34a-5p;MYCN;4613;18504438
hsa-mir-34a-5p;TP53;7157;19890883
hsa-mir-34a-5p;SIRT1;23411;20689156
hsa-mir-34a-5p;AXL;558;21814748
hsa-mir-34a-5p;TP53;7157;20150330
hsa-mir-34a-5p;CEBPA;1050;20889924
hsa-mir-34a-5p;BANP;54971;22074660
hsa-mir-34a-5p;RNMT;8731;19461653
hsa-mir-34a-5p;TP53;7157;20470934
hsa-mir-34a-5p;MAP1LC3A;84557;21224215
hsa-mir-34a-5p;FOXR1;283150;23022474
hsa-mir-34a-5p;TP53;7157;18719384
